problem_id,code,error_id_1,Knowledge_id_2,error_class_id
p8401,"#include <stdio.h>
int main()
{
    int x,a,b,c,y;
    scanf(""%d"",&x);
    a=x/100;
    b=x/10-a*10;
    c=x%10;
    y=a+b+c;
    printf(""%d"",y)
    return 0;
    
}",语句未以“;”结束-,无,E8
p8402,"#include<stdio.h>
int main(){
    int a,b,c,n;
    scanf(""%d %d %d"",&a,&b,&c);
    n=0;
    if(a>=90){
        n++
    }
    if(b>=90){
        n++
    }
    if(c>=90){
        n++
    }
    printf(""%d"",n);
    return 0;
}",语句未以“;”结束-,无,E8
p8403,"#include<stdio.h>
int main()
{
    int a,b,c,d
    void (int d)
    scanf(""%d %d %d"",&a,&b,&c);
    d=max;
    printf(""%d"",d);
    return 0;
}",语句未以“;”结束-,无,E8
p8404,"#include<stdio.h>
int main()
{
    int a,b,c,d;
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    int n=0,s=0;
    
    if(a>=90){
        n++;
    }
    if(b>=90){
        n++;
    }
    if(c>=90){
        n++;
    }
    if(d>=90){
        n++;
    }
    if(n==4){
        s=n+1;
        printf(""%d"",s);
    }
    else if(n<4&&n>0){
        s=n;
        printf(""%d"",s);
    }
    else if(a<60||b<60||c<60||d<60){
        printf(""Poor LanYangYang"")
    }
    
    return 0;
}
",语句未以“;”结束-,无,E8
p8405,"#include<stdio.h>
int main(){
unsigned int h,m,s,n;
    scanf(""%d"",&n);
    h=n/3600;
    m=n%3600/60;
    s=n%60
    printf(""%02u:%02u:%02u"",h,m,s);
    return 0;
}",语句未以“;”结束-,无,E8
p8406,"#include<stdio.h>
int main(){
    int n;
    scanf(""&n"")
    return 0;
}",语句未以“;”结束-,无,E8
p8407,"#include<stdio.h>
int main()
{
    int a,b,c,m,x;
    int a=x
    scanf(""%d%d%d%d"",&a,&b,&c,&x);
    if(a>b){
        m=a;
        a=b;
        b=m;
    }
    if(b>c){
        m=b;
        b=c;
        c=m;
    }
    if(a>c){
        m=a;
        a=c;
        c=m;
    }
    else{
        x=a;
    }
    printf(""%d"",x);
    return 0;
}
    ",语句未以“;”结束-,无,E8
p8408,"#include<stdio.h>
int main()
{
    int m,n,x;
    scanf(""%d %d"",&m,&n)
    if(m%n=0)
    {x=m/n;printf(""%d"",x);}
    else{x=m/n+1;printf(""%d"",x);}
    return 0;
}",语句未以“;”结束-,无,E8
p8409,"#include<stdio.h>
int main(){
    long int n,m,a,b;
    scanf(""%ld"",&n);
    a=n%33;
    b=n/33;
    if(n<=33){
        printf(""1900"");
    }else if(a>0&&a<=16){
        m=(b-1)*1900+3300;
        printf(""%ld"",m);
    }else if(a==0){
        m=b*1900;
        printf(""%ld"",m);
    }else if(a>16){
        m=(b+1)*1900;
        printf(""%ld"",m)
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8410,"#include<stdio.h>
#include<string.h>
void F(int n)
int main()
{
    int n;
    scanf(""%d"",&n);
    F(n);
    printf(""\n"");
    return 0;
}
void F(int n)
{
    if(n==1)
    {
        printf(""A"");
        return;
    }
    F(n-1);
    printf(""%c"",'A'+n-1);
    F(n-1);
}",语句未以“;”结束-,无,E8
p8411,"#include<stdio.h>
int main()
{
    int a,b,c,d,e,f;
    scanf(""%d"",&e);
    a=(e/1000+5)%10;
    b=(e/100%10+5)%10;
    c=(e/10%10+5)%10;
    d=(e%10+5)%10;
    f=d*1000+100*c+b*10+a*1;
    printf(""%d"",f);
    
    
    return 0
}
    ",语句未以“;”结束-,无,E8
p8412,"#include<stdio.h>
int main(){
    int n,i=6,s=0;
    scanf(""%d"",&n);
    while(i<=n){
        if(n%i==0||n%(i+1)==0){
            printf(""YES"");
            s=1
        }
        i=i*10+i;
    }
    if(s=o){
        printf(""NO"");
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8413,"#include <stdio.h>
int main(){
    int a, b, c, d, x;
    scanf(""%d %d %d %d"", &a, &b, &c, &d);
    if(a<b)
    {
        x=a;
        a=b;
        b=x;
    }
    if(a<c)
    {
        x=a;
        a=c;
        c=x;
    }
    if(a<d)
    {
        x=a;
        a=d;
        d=x;
    }
    if(b<c)
    {
        x=b;
        b=c;
        c=x;
    }
    if(c<d)
    {
        x=c;
        c=d;
        d=x;
    }
    if((a==b+2)&&(b==c+2)&&(c==d+2))
    a=17;
    b=15;
    c=13;
    d=11;
    printf(""d+2=%d\nc+2=%d\nb+2=%d\n"",c,b,a)
    else
    printf(""%d %d %d %d"", a, b, c, d);
    
    
    
    
    
    
    
    
    
    return 0;
}",语句未以“;”结束-,无,E8
p8414,"#include<stdio.h>
int main()
{
    int a,sum=0;
    scanf(""%d "",&a)
    while(a>0){
        if(a%2!=0){
           sum=sum+n;
        }}
        printf(""%d"",sum);
    return 0;
}",语句未以“;”结束-,无,E8
p8415,"#include<stdio.h>
int main()
{
    int n,i,sum=0;
    scanf(""%d"",&n);
    for(i=1;i<=n;i++){
     if((i%2==0&&i%3==0)||
        (i%2==0&&i%5==0)||
        (i%2==0&&i%7==0)||
        (i%3==0&&i%5==0)||
        (i%3==0&&i%7==0)||
        (i%5==0&&i%7==0)) 
        sum+=sum}
    printf(""%d"",sum);
    return 0;
    
}",语句未以“;”结束-,无,E8
p8416,"#include<stdio.h>
int main()
{
    int a,b,c,max,s;
    scanf(""%d %d %d"",&a,&b,&c);
    if(c>b)
    {max=c};
    if(a>max)
    {max=a};
    s=max*c+max*b*2+b*c*2;
    printf(""%d"",s);
    return 0;
    
}",语句未以“;”结束-,无,E8
p8417,"#include<stdio.h>
#include<string.h>
int a[40000]
int main() 
{
    int n;
    scanf(""%d"",&n);
    a[1]=1;
    a[0]=1;
    for(int i=2;i<=n;i++){
        int t=0;
        for(int j=1;j<=a[0];j++){
            a[j]=a[j]*i+t;
            t=a[j]/10;
            a[j]%=10;
        }
        while(t>0){
            a[0]++;
            a[a[0]]=t%10;
            t=t/10;
        }
    }
    for(int i=a[0];i>0;i--)
    printf(""%d"",a[i]);
    
   return 0;
}",语句未以“;”结束-,无,E8
p8418,"#include<stdio.h>
#include<math.h>
int main(){
    int x1, x2, x3, x4, y1, y2, y3, y4, a, b;
    scanf(""%d %d\n %d %d\n %d %d\n %d %d"",&x1,&y1,&x2,&y2,&x3,&y3,&x4,&y4){
        if(x2!=x1&&y1==y2){
            a=sqrt((x1-x2)*(x1-x2));
            b=sqrt((y1-y2)*(y1-y2));
        }
        if(x3!=x1&&y1==y3){
            a=sqrt((x1-x3)*(x1-x3));
            b=sqrt((y1-y3)*(y1-y3));
        }
        if(x4!=x1&&y1==y4){
            a=sqrt((x1-x4)*(x1-x4));
            b=sqrt((y1-y4)*(y1-y4));
        }
        printf(""%d"",a*b);
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8419,"#include<stdio.h>
int main()
{
    int n,a,b,c,d,e,f,g;
    scanf(""%d"",&n)
    float h;
    scanf(""%f"",&h);
    a=n/1000;
    b=n%10;
    c=n/10%10;
    d=n/100%10;
    e=a*10+d;
    f=c*10+b;
    g=e+f;
    h=e/f;
    printf(""%d\n"",g);
    printf(""%.1f"",h);
    return 0;
}",语句未以“;”结束-,无,E8
p8420,"#include<stdio.h>
int main()
{
    double a,b;
  scanf(""%lf %lf"",&a,&b);
    double d=a/b;
   printf(""%.9lf"",d)
    return 0;
}",语句未以“;”结束-,无,E8
p8421,"#include<stdio.h>
int main()
{
    int i=0,s=0,a,b,c;
    while(i<=1000){
        if(i<=100){
            a=i/10;b=i%10;
            if(i==3||b==3)
            s++;
        }
        if(i>=100){
            a=i/100;b=i%100/10;c=i%10;
            if(a==3||b==3||c==3)
            s++;
        }
        i++
    }
    printf(""%d"",s);
    return 0;
}",语句未以“;”结束-,无,E8
p8422,"int main()
{
    int a, b, c;
    scanf(""%d"",&a);
    a= b;
    c= 0;
    while(a)
    {
        c*= 10;
        b+= a%10;
        b/= 10;
    }
    b= c+ a;
    printf(""%d\n"",b)
    return 0;
}",语句未以“;”结束-,无,E8
p8423,"#include<stdio.h>
#include<string.h>
int a[40000]
int main() 
{
    int n;
    scanf(""%d"",&n);
    a[1]=1;
    a[0]=1;
    for(int i=2;i<=n;i++){
        int t=0;
        for(int j=1;j<a[0];j++){
            a[j]=a[j]*i+t;
            t=a[j]/10;
            a[j]%=10;
        }
        while(t>0){
            a[0]++;
            a[a[0]]=t%10;
            t=t/10;
        }
    }
    for(int i=a[0];i>0;i--)
    printf(""%d"",a[i]);
    
   return 0;
}",语句未以“;”结束-,无,E8
p8424,"#include<stdio.h>
int main()
{
    int n, m;
    scanf(""%d"",&n);
    if(n<=150);
    m=n*0.4463;{
        printf(""%.1d"",m)
    }
    if(n>=151 && n<=400);
    m=n*0.4663;{
    printf(""%.1d"",m);
    }
    if(n>=401);
    m=n*0.5663;{
    printf(""%.1d"",m);
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8425,"#include <stdio.h>
int main() 
{
      printf(""Hello, world\n"");
      return 0
}",语句未以“;”结束-,无,E8
p8426,"#include<stdio.h>
int f(int x){
    int a,b,c,d;
    a=x/1000;
    b=x%1000/100;
    c=x%100/10;
    d=x%10;
    if((a==6||a==7)&&(b==6||b==7)&&(c==6||c==7)&&(d==6||d==7)){
        return 1
    }else{
        return 0;
    }
}
int main(){
    int n;
    scanf(""%d"",&n);
    if(x%n==0){
        printf(""YES"");
    }else{
        printf(""NO"");
    }
    return 0;
}
",语句未以“;”结束-,无,E8
p8427,"#include<stdio.h>
int main(){
    int a,b,c;
    scanf(""%d%d"",&a,&b);
    if(a+b>c){
        printf(""yes"")
    }
    else
    printf(""no"")
    
     return 0;
}",语句未以“;”结束-,无,E8
p8428,"#include<stdio.h>
int main()
{
    int x,y,z;
    scanf(""%d %d %d"",&x,&y,&z);
    double avg;
    avg=(x+y+z)/3.0;
    if(avg>=90){
        if(x>=90&&y>=90&&z>=90){
        printf(""beijing"");
        }
       else
       if(90<=x&&90<=y&&z<90)
       if(90<=x&&y<90&&90<=z)
       if(x<90&&90<=y&&90<=z)
        printf(""xiamen"");
    }if(avg>=90){
        if(90<=x&&y<90&&z<90)
        if(x<90&&90>y&&90<=z)
        if(x<90&&90<=y&&z<90)
        printf(""guilin"");
    } if(85<=avg&&90>avg){
        printf(""nanjing"")
    }else  { printf(""shanghai"");}
    }
    return 0;
}",语句未以“;”结束-,无,E8
p8429,"#include<stdio.h>
int main(void)
#define PI 3.1415926
{
    int r;
    float s,c;
    scanf(""%d"" ,&r)
    s=PI*r*r;
    c=2*PI*r;
    printf(""%.2f\n"",s);
    printf(""%.2f\n"",c);
    
    return 0;
}",语句未以“;”结束-,无,E8
p8430,"#include<stdio.h>
int main()
{
    int a,b,c,d;
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    int n=0,s=0;
    if(a>=90){
        n++
    }
    if(b>=90){
        n++
    }
    if(c>=90){
        n++
    }
    if(d>=90){
        n++
    }
    if(n==4){
        s=n+1;
    }
    else if(n!=4){
        s=n;
     printf(""%d"",s);}
     else if(a<60||b<60||c<60||d<60)
     {printf(""Pooryangyang"");
         
     }
    return 0;
}",语句未以“;”结束-,无,E8
p8431,"#include<stdio.h>
#include<string.h>
int main(){
    char s[10001];
    scanf(""%s"",&s);
    int h=strlen(s);
    int a=1;
    long b=0;
    for(int i=0;i<=h;i++){
        if(s[i]>='0'&&s[i]<='9'){
            int x=s[i]-'0';
            a=a*10+x;
        }
        else{
            b=b+a;
            a=0
        }
    }
    printf(""%d"",b);
    return 0;
}",语句未以“;”结束-,无,E8
p8432,"#include<stdio.h>
int main()
{
    double m=0;
    int z;
    scanf(""%.2lf"",&m);
    if(z<=10)m=2.50
    printf(""%.2lf"",m);
    else if(z>10)m=2.50+(z-10)*1.50
    printf(""%.2lf"",m);
    return 0;
}",语句未以“;”结束-,无,E8
p8433,"#include<stdio.h>
int main()
{
    int x;
    scanf(""%d"",&x);
    if(x%2==0)
        printf(""yes"");
    else if(x%2!=0)
        printf(""no"")
    return 0;
}",语句未以“;”结束-,无,E8
p8434,"#include<stdio.h>
int main(){
    int long long a=0,b;
    scanf(""%ld*%ld="",&a,&b)
    printf(""%ld"",a*b);
    return 0;
}",语句未以“;”结束-,无,E8
p8435,"#include<stdio.h>
#include<math.h>
int main()
{
    int n=0,x;
    scanf(""%d"",&n)
    x=sqrt(n);
    if (x*x==n)
    printf(""Y"");
    else
    printf(""N"");
    return 0;
}",语句未以“;”结束-,无,E8
p8436,"#include<stdio.h>
int main(){
    int a=0, b, c, d;
    scanf(""%d%d%d%d"",&a, &b, &c, &d);
   int max=a;
    if (b>max) max=b; 
    if (c>max) max=c;
    if (d>max) max=d;
    max=a;
    printf(""%d"",a)
    return 0;
}",语句未以“;”结束-,无,E8
p8437,"#include<stdio.h>
int main(){
    char a;
    printf(""%c"")
    scanf(""%c,"",&a);
    printf(""%c,%d"",a,a);
}",语句未以“;”结束-,无,E8
p8438,"#include<stdio.h>
int main(){
    int a,b,c,d;   
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    if(a>=90&&b>=90&&c>=90&&d>90){
        printf(""A"");
    }
    else
    if(a<90&&b<90&&c<90){
        printf(""C"");
    }else
    if(a<90&&b<90&&d<90){
        printf(""C"")
    }else
    if(b<90&&c<90&&d<90){
        printf(""C"");
    }
    
    else
    if(a<90&&b<90&&c<90&&d<90){
        printf(""D"");
    }
    else{
        printf(""B"");
    }
    return 0;
    
}

",语句未以“;”结束-,无,E8
p8439,"#include<stdio.h>
int main()
{
    int a=0;
    scanf(""%d"",&a);
    if(a>86){
        printf(""VERY GOOD"");
    }else if(85>=a&&a>=60){
        printf(""GOOD"");
    }else if(a<60){
        printf(""BAD"")
    } return 0;
}",语句未以“;”结束-,无,E8
p8440,"#include<stdio.h>
int main(){
    int a = 10;
    int x=0;
    int c;
    scanf(""%d"",&x);
    c = a * x;
    printf(""%d %d"",x,c)
    return0;
}",语句未以“;”结束-,无,E8
p8442,"#include<stdio.h>
int main(){
 int a,b=0,c,d,n;
 scanf(""%d%d%d%d"",&a,&b,&c,&d);
 if(a>b){
     n=a;
     a=b;
     b=a;
 }
    if(a>c){
        n=a;
        a=c;
        c=n;
    }
    if(a>d){
        n=a;
        a=d;
        d=n;
    }
    if(b>c){
    n=b;
    b=c;
    c=n;
    }
    if(b>d){
        n=b;
        b=d;
        d=n;
    }
    
    }
    if(c>d){
        n=c;
        c=d;
        d=n;
    }
    if(a>=90){
        printf(""A"");
    }
    
    
    else if(d>=90&&c<90){
        printf(""C"");
    }
    else if(d<90){
        printf(""D"");
    }
    else{
        printf(""B"");
    }
    
    
    
    
    
    
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8443,"#include<stdio.h>
int main()
{
    int n=0,x=1,y=2,i=0;
    scanf(""%d"",&n);
    while(x<n&&y<=n){
        if((x+y)%3==0)||(x+y)%7==0)){      
        i++;}
        printf(""%d"",i);}
        x++;
        y++;
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8444,"#include<stdio.h>
int main(){
    int a,i;
    for(i=1;i<=a;i++)
        if(a%3==2&&a%5==3&&a%7==5){
            printf(""%d\n"",a);
        }
       
    }
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8445,"#include<stdio.h>
int main(){
    int n;
    double m;
    scanf(""%d"",&n);
    if(n<=10){m=2.5;}
    if(n>10)(m=2.5+(n-10)*1.5);}
    printf(""%.2lf"",m);
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8446,"#include<stdio.h>
#include<math.h>
int main()
{
    float a=0,b,c,t,s,m,sq;
    scanf(""%f %f %f"",&a,&b,&c);
    if(a>b){t=a;a=b;b=t;}
    if(a>c){t=a;a=c;c=t;}
    if(b>c){t=b;b=c;c=t;}
    s=(a+b+c)/2;
    m=sqrt(s-a)*sqrt(s-b)*sqrt((s-c)*s));
    if(a+b>c){printf(""%.1f"",m);}
    else{printf(""No"");}
    return 0；
}",“( )”或“{ }”不匹配-,无,E9
p8447,"#include<stdio.h>
int main(){
    int n=0;
    double cost;
    scanf(""%d"",&n);
    if(n==0){
        printf(""Invalid Value!"");
    }
    if(n<=50){
        cost=0.53*n;
    }if(n>50){
        cost=0.53*50+0.58*(n-50);
    }printf(""cost = %.2lf"",cost);
    }
    
    
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8448,"#include<stdio.h>
int main()
{
 int a=0;
 scanf(""%d"",&a);
 if(a>=96)printf(""VERY GOOD"");}
 else if(a>=60&&a<=85){printf(""GOOD"");}
 else{printf(""BAD"");}
 return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8449,"#include<stdio.h>
int main(){
    int a,b,c,d,s,x,y,z,n,e;
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    if(a<60||b<60||c<60||d<60){
        printf(""Poor LanYangYang"");
    }
    else{
        if(a>=90){
            x=1;
        }else{
            x=0;
        }
         if(b>=90){
            y=1;
        }else{
            y=0;
        }
         if(c>=90){
            z=1;
        }else{
            z=0;
        }
        if(d>=90){
            n=1;
        }else{
            n=0;
        }
        s=x+y+z+n;
        printf(""%d"",s);
        }
    }
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8450,"#include<stdio.h>
int main(){
    int a,b,c,m;
    scanf(""%d %d %d"",&a,&b,&c);
    if(b<a){
        m=b;
        b=a;
        a=m;
    }if(c<a){
        m=c;
        c=b;
        b=m;
        
    }
        if(b<a){
            m=b;
            b=a;
            a=m;
        }
        printf(""%d->%d->%d"",a,b,c);
        
    }return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8451,"#include<stdio.h>
int main(){
    int y,x;
    char a;
    scanf(""%d %d"",&y,&x);
     a=y%100;
    switch(a){
        case 1:
        if(x==1||x==3||x==5||x==7||x==8||x==10||x==12){
            printf(""31"");
        }
        if(x==4||x==6||x==9||x==11){
            printf(""30"");
        }
        if(x==2){
            printf(""29"");
        }
        case 2:
        if(x==1||x==3||x==5||x==7||x==8||x==10||x==12){
            printf(""31"");
        }
        if(x==4||x==6||x==9||x==11){
            printf(""30"");
        }
        if(x==2){
            printf(""28"");
        }
    }
    }
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8452,"#include<stdio.h>
int main(){
    int year,month,days,flag=1;
    scanf(""%d %d"",&year,&month);
    switch(month){
        case 1:
        case 3:
        case 5:
        case 7:
        case 8:
        case 10:
        case 12:
        days=31;
        break;
        case 4:
        case 6:
        case 9:
        case 11:
        days=30;
        break;
        case 2:
        if((year%4==0 && year%100!=0) || (year%400==0)){
        days=29;}
        else{
        days=28;}
        default:
        flag=0;
        break;
    }
        printf(""%d"",days);
    }
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8453,"#include <stdio.h>
int main()
{
    int n,i;
    scanf(""%d"",&n);
    for(i=1;i<=n;i++){
            if(n%3==2 && n%5==3 && n%7==2)
                printf(""%d\n"",i);
        }
    }
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8454,"#include<stdio.h>
int main(){
    {
        int n,s=0,i=1;
        scanf(""%d"",&n);
        while(i==1 && i<=n){
            if(n%i==0)
            s=s+i;
    printf(""%d"",s);}
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8455,"#include<stdio.h>
int main(){
    int n=0;
    for(n=100;n<=200;n++){
    if(n%3==2 && n%5==3 &&n%7==5){
        printf(""%d\n"",n);
    }
    }
}
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8456,"#include<stdio.h>
int main()
{
    int x=0;
    int y;
    int z;
    int avg=0;
    avg=(x+y+z)/3.0;
    scanf(""%d %d %d"",&x,&y,&z);
    if(avg>=90){
        if(x>=90&&y>=90&&z>=90);
        printf(""beijing"");
        if(x>=90&&y>=90&&z<90);
        printf(""xiamen"");
        if(x>=90&&y<90&&z>=90);
        printf(""xiamen"");
        if(x<90&&y>=90&&z>=90);
        printf(""xiemen"");
        if(x>=90&&y<90&&z<90);
        printf(""guilin"");
        if(x<90&&y>=90&&z<90);
        printf(""guilin"");
        if(x<90&&y<90&&z>=90);
        printf(""guilin"");}
    if(avg<90&&avg>=85);
        printf(""shanghai"");}
        else{printf(""nanjing"");}
        return 0;
}",“( )”或“{ }”不匹配-,无,E9
p8457,"#include<stdio.h>
#include<math.h>
int main(){
    int m=0,n,i,j,k=0;
    scanf(""%d%d"",&m,&n);
    if(m==1){
        m=2;}
    }
    for(i=m;i<=n;i++){
        for(j=2;j<=sqrt(i);j++){
        if(i%j==0){
            k++;break;
        }
        }
    }
    printf(""%d"",n-m+1-k);
    return 0;
}",“( )”或“{ }”不匹配-,无,E9
